    3.163614     4.838004     3.793541
    2.849813     3.163614     4.838004
    2.501143     2.849813     3.163614
    4.261858     2.501143     2.849813
    4.146499     4.261858     2.501143
    3.802867     4.146499     4.261858
    3.471123     3.802867     4.146499
    4.828929     3.471123     3.802867
    3.116609     4.828929     3.471123
    3.718672     3.116609     4.828929
    3.846603     3.718672     3.116609
    1.809993     3.846603     3.718672
    2.301214     1.809993     3.846603
    4.103866     2.301214     1.809993
    3.548583     4.103866     2.301214
    4.297234     3.548583     4.103866
    2.775657     4.297234     3.548583
    2.507841     2.775657     4.297234
    4.174120     2.507841     2.775657
    3.431169     4.174120     2.507841
    2.919035     3.431169     4.174120
    3.466524     2.919035     3.431169
    2.599612     3.466524     2.919035
    3.991693     2.599612     3.466524
    3.430945     3.991693     2.599612
    4.269908     3.430945     3.991693
    3.808044     4.269908     3.430945
    4.654805     3.808044     4.269908
    4.840954     4.654805     3.808044
    3.956725     4.840954     4.654805
    3.595838     3.956725     4.840954
    4.797636     3.595838     3.956725
    5.439907     4.797636     3.595838
    5.909672     5.439907     4.797636
    5.361236     5.909672     5.439907
    4.719389     5.361236     5.909672
    5.157956     4.719389     5.361236
    3.729983     5.157956     4.719389
    2.551870     3.729983     5.157956
    3.193895     2.551870     3.729983
    3.938085     3.193895     2.551870
    5.563525     3.938085     3.193895
    3.749011     5.563525     3.938085
    4.617861     3.749011     5.563525
    2.795613     4.617861     3.749011
    3.241410     2.795613     4.617861
    2.548112     3.241410     2.795613
    3.271731     2.548112     3.241410
    3.195674     3.271731     2.548112
    3.201075     3.195674     3.271731
    2.082961     3.201075     3.195674
    2.364235     2.082961     3.201075
    3.633620     2.364235     2.082961
    4.015748     3.633620     2.364235
    4.519234     4.015748     3.633620
    3.673988     4.519234     4.015748
    3.443812     3.673988     4.519234
    2.114877     3.443812     3.673988
    1.593375     2.114877     3.443812
    3.248588     1.593375     2.114877
    2.416919     3.248588     1.593375
    3.819407     2.416919     3.248588
    4.127939     3.819407     2.416919
    5.122895     4.127939     3.819407
    5.368613     5.122895     4.127939
    4.298260     5.368613     5.122895
    3.767120     4.298260     5.368613
    4.827074     3.767120     4.298260
    4.736806     4.827074     3.767120
    4.571096     4.736806     4.827074
    3.631627     4.571096     4.736806
    3.834007     3.631627     4.571096
    4.606890     3.834007     3.631627
    4.583332     4.606890     3.834007
    4.311780     4.583332     4.606890
    4.955716     4.311780     4.583332
    2.214286     4.955716     4.311780
    2.085534     2.214286     4.955716
    2.314800     2.085534     2.214286
    3.798026     2.314800     2.085534
    1.992846     3.798026     2.314800
    2.758833     1.992846     3.798026
    5.343297     2.758833     1.992846
    3.663251     5.343297     2.758833
    5.538483     3.663251     5.343297
    4.710662     5.538483     3.663251
    3.968352     4.710662     5.538483
    2.217519     3.968352     4.710662
    3.672066     2.217519     3.968352
    2.839252     3.672066     2.217519
    2.781767     2.839252     3.672066
    1.924594     2.781767     2.839252
    0.945697     1.924594     2.781767
    1.729430     0.945697     1.924594
    1.823798     1.729430     0.945697
    2.416736     1.823798     1.729430
    2.950536     2.416736     1.823798
    2.260378     2.950536     2.416736
    2.441095     2.260378     2.950536
    4.419969     2.441095     2.260378
    3.868832     4.419969     2.441095
    4.016557     3.868832     4.419969
    3.241305     4.016557     3.868832
    2.610252     3.241305     4.016557
    2.836072     2.610252     3.241305
    4.479572     2.836072     2.610252
    2.835969     4.479572     2.836072
    3.823848     2.835969     4.479572
    2.675630     3.823848     2.835969
    4.658476     2.675630     3.823848
    4.203959     4.658476     2.675630
    5.106831     4.203959     4.658476
    3.150191     5.106831     4.203959
    5.265615     3.150191     5.106831
    3.636599     5.265615     3.150191
    3.928612     3.636599     5.265615
    3.606056     3.928612     3.636599
    2.565240     3.606056     3.928612
    4.125983     2.565240     3.606056
    2.560967     4.125983     2.565240
    2.424198     2.560967     4.125983
    3.336971     2.424198     2.560967
    3.768309     3.336971     2.424198
    4.742083     3.768309     3.336971
    3.437373     4.742083     3.768309
    3.658461     3.437373     4.742083
    3.375642     3.658461     3.437373
    3.437992     3.375642     3.658461
    4.435021     3.437992     3.375642
    4.818827     4.435021     3.437992
    4.539575     4.818827     4.435021
    4.370789     4.539575     4.818827
    4.833939     4.370789     4.539575
    3.188257     4.833939     4.370789
    2.705697     3.188257     4.833939
    3.850344     2.705697     3.188257
    4.794108     3.850344     2.705697
    5.272915     4.794108     3.850344
    3.905464     5.272915     4.794108
    3.804579     3.905464     5.272915
    3.812075     3.804579     3.905464
    4.547981     3.812075     3.804579
    4.501587     4.547981     3.812075
    4.161370     4.501587     4.547981
    2.883686     4.161370     4.501587
    2.013205     2.883686     4.161370
    2.715057     2.013205     2.883686
    2.970800     2.715057     2.013205
    2.160728     2.970800     2.715057
    3.908883     2.160728     2.970800
    2.399295     3.908883     2.160728
    3.287083     2.399295     3.908883
    3.799686     3.287083     2.399295
    4.549223     3.799686     3.287083
    2.447950     4.549223     3.799686
    2.545943     2.447950     4.549223
    1.331345     2.545943     2.447950
    3.287157     1.331345     2.545943
    2.337979     3.287157     1.331345
    1.518454     2.337979     3.287157
    1.309563     1.518454     2.337979
    1.822633     1.309563     1.518454
    1.119597     1.822633     1.309563
    3.530792     1.119597     1.822633
    4.702918     3.530792     1.119597
    4.721240     4.702918     3.530792
    2.107139     4.721240     4.702918
    4.267787     2.107139     4.721240
    4.209090     4.267787     2.107139
    3.715742     4.209090     4.267787
    2.760081     3.715742     4.209090
    2.783495     2.760081     3.715742
    2.187284     2.783495     2.760081
    3.276164     2.187284     2.783495
    2.737067     3.276164     2.187284
    2.686007     2.737067     3.276164
    2.572098     2.686007     2.737067
    1.669134     2.572098     2.686007
    1.925609     1.669134     2.572098
    3.534015     1.925609     1.669134
    4.656677     3.534015     1.925609
    5.366648     4.656677     3.534015
    5.152994     5.366648     4.656677
    5.433815     5.152994     5.366648
    3.430631     5.433815     5.152994
    3.131801     3.430631     5.433815
    2.994476     3.131801     3.430631
    2.358173     2.994476     3.131801
    3.011701     2.358173     2.994476
    3.391340     3.011701     2.358173
    3.638768     3.391340     3.011701
    4.060084     3.638768     3.391340
    2.898974     4.060084     3.638768
    3.390530     2.898974     4.060084
    3.473788     3.390530     2.898974
    3.558809     3.473788     3.390530
    3.869203     3.558809     3.473788
    4.490335     3.869203     3.558809
    5.426041     4.490335     3.869203
    4.946168     5.426041     4.490335
    5.468096     4.946168     5.426041
    5.319439     5.468096     4.946168
    6.317521     5.319439     5.468096
    4.785081     6.317521     5.319439
    5.111204     4.785081     6.317521
    5.853555     5.111204     4.785081
    5.085603     5.853555     5.111204
    4.573165     5.085603     5.853555
    5.327898     4.573165     5.085603
    5.372186     5.327898     4.573165
    5.789345     5.372186     5.327898
    5.284256     5.789345     5.372186
    3.825528     5.284256     5.789345
    3.896710     3.825528     5.284256
    3.510983     3.896710     3.825528
    3.848579     3.510983     3.896710
    4.448681     3.848579     3.510983
    5.198301     4.448681     3.848579
    2.579507     5.198301     4.448681
    3.360230     2.579507     5.198301
    4.841870     3.360230     2.579507
    3.831480     4.841870     3.360230
    3.059866     3.831480     4.841870
    2.786008     3.059866     3.831480
    2.064086     2.786008     3.059866
    2.548316     2.064086     2.786008
    1.764919     2.548316     2.064086
    2.188532     1.764919     2.548316
    1.064053     2.188532     1.764919
    2.454222     1.064053     2.188532
    5.414220     2.454222     1.064053
    4.521597     5.414220     2.454222
    6.141714     4.521597     5.414220
    6.232372     6.141714     4.521597
    5.533368     6.232372     6.141714
    3.290319     5.533368     6.232372
    3.531637     3.290319     5.533368
    3.913782     3.531637     3.290319
    2.351268     3.913782     3.531637
    3.458187     2.351268     3.913782
    3.735424     3.458187     2.351268
    3.299788     3.735424     3.458187
    2.253774     3.299788     3.735424
    2.837107     2.253774     3.299788
    2.649296     2.837107     2.253774
    3.893261     2.649296     2.837107
    2.332547     3.893261     2.649296
    3.096870     2.332547     3.893261
    3.396568     3.096870     2.332547
    1.532273     3.396568     3.096870
    3.523544     1.532273     3.396568
    3.609779     3.523544     1.532273
    3.918038     3.609779     3.523544
    2.074498     3.918038     3.609779
    2.390474     2.074498     3.918038
    3.767368     2.390474     2.074498
    3.645728     3.767368     2.390474
    2.878846     3.645728     3.767368
    1.338589     2.878846     3.645728
    1.469876     1.338589     2.878846
    1.946042     1.469876     1.338589
    2.770668     1.946042     1.469876
    2.984829     2.770668     1.946042
    2.315288     2.984829     2.770668
    3.339638     2.315288     2.984829
    2.213606     3.339638     2.315288
    2.484705     2.213606     3.339638
    1.185585     2.484705     2.213606
    2.029865     1.185585     2.484705
    2.887533     2.029865     1.185585
    3.440126     2.887533     2.029865
    2.632280     3.440126     2.887533
    4.099137     2.632280     3.440126
    2.657201     4.099137     2.632280
    2.462243     2.657201     4.099137
    4.324972     2.462243     2.657201
    2.755269     4.324972     2.462243
    2.863466     2.755269     4.324972
    3.266564     2.863466     2.755269
    2.804546     3.266564     2.863466
    2.950117     2.804546     3.266564
    2.466519     2.950117     2.804546
    0.818578     2.466519     2.950117
    1.922198     0.818578     2.466519
    0.888355     1.922198     0.818578
    0.987242     0.888355     1.922198
    0.626206     0.987242     0.888355
    0.201044     0.626206     0.987242
    0.250798     0.201044     0.626206
    2.455472     0.250798     0.201044
    2.999821     2.455472     0.250798
    3.816799     2.999821     2.455472
    3.461356     3.816799     2.999821
    2.549224     3.461356     3.816799
    1.561328     2.549224     3.461356
    2.678655     1.561328     2.549224
    3.211100     2.678655     1.561328
    1.668301     3.211100     2.678655
    2.767890     1.668301     3.211100
    3.081202     2.767890     1.668301
    2.474037     3.081202     2.767890
    1.135520     2.474037     3.081202
    2.448947     1.135520     2.474037
    2.483573     2.448947     1.135520
    0.694550     2.483573     2.448947
    3.545721     0.694550     2.483573
    3.615579     3.545721     0.694550
    3.494662     3.615579     3.545721
    4.437151     3.494662     3.615579
    2.814418     4.437151     3.494662
    4.201253     2.814418     4.437151
    1.830128     4.201253     2.814418
    3.314756     1.830128     4.201253
    2.984557     3.314756     1.830128
    2.728309     2.984557     3.314756
    4.025099     2.728309     2.984557
    2.227297     4.025099     2.728309
    3.083570     2.227297     4.025099
    1.637957     3.083570     2.227297
    4.059700     1.637957     3.083570
    3.809486     4.059700     1.637957
    4.145378     3.809486     4.059700
    4.546282     4.145378     3.809486
    4.680582     4.546282     4.145378
    2.531121     4.680582     4.546282
    2.541757     2.531121     4.680582
    3.746330     2.541757     2.531121
    3.864294     3.746330     2.541757
    1.991985     3.864294     3.746330
    1.790660     1.991985     3.864294
    4.001107     1.790660     1.991985
    3.350635     4.001107     1.790660
    3.962646     3.350635     4.001107
    2.547544     3.962646     3.350635
    2.952610     2.547544     3.962646
    3.323396     2.952610     2.547544
    3.248046     3.323396     2.952610
    3.497626     3.248046     3.323396
    2.360389     3.497626     3.248046
    3.590232     2.360389     3.497626
    3.890104     3.590232     2.360389
    4.523886     3.890104     3.590232
    4.554870     4.523886     3.890104
    4.087521     4.554870     4.523886
    2.807739     4.087521     4.554870
    3.661968     2.807739     4.087521
    4.223173     3.661968     2.807739
    4.166353     4.223173     3.661968
    5.186691     4.166353     4.223173
    6.565292     5.186691     4.166353
    6.466612     6.565292     5.186691
    5.146742     6.466612     6.565292
    5.717239     5.146742     6.466612
    5.051775     5.717239     5.146742
    5.194261     5.051775     5.717239
    4.998152     5.194261     5.051775
    4.905899     4.998152     5.194261
    5.180762     4.905899     4.998152
    4.768989     5.180762     4.905899
    5.032790     4.768989     5.180762
    5.519028     5.032790     4.768989
    3.609569     5.519028     5.032790
    4.752446     3.609569     5.519028
    3.241599     4.752446     3.609569
    2.346295     3.241599     4.752446
    2.323633     2.346295     3.241599
    1.536226     2.323633     2.346295
    2.268918     1.536226     2.323633
    4.649228     2.268918     1.536226
    4.177457     4.649228     2.268918
    4.917691     4.177457     4.649228
    6.451181     4.917691     4.177457
    5.677060     6.451181     4.917691
    5.794614     5.677060     6.451181
    4.005153     5.794614     5.677060
    3.995008     4.005153     5.794614
    2.348480     3.995008     4.005153
    3.616766     2.348480     3.995008
    4.364845     3.616766     2.348480
    4.172549     4.364845     3.616766
    5.487745     4.172549     4.364845
    3.855683     5.487745     4.172549
    4.135902     3.855683     5.487745
    3.689305     4.135902     3.855683
    2.773200     3.689305     4.135902
    1.392913     2.773200     3.689305
    2.149399     1.392913     2.773200
    3.248357     2.149399     1.392913
    2.678887     3.248357     2.149399
    3.293957     2.678887     3.248357
    3.161769     3.293957     2.678887
    3.580756     3.161769     3.293957
    3.693399     3.580756     3.161769
    1.769125     3.693399     3.580756
    2.255358     1.769125     3.693399
    2.178098     2.255358     1.769125
    2.398852     2.178098     2.255358
    1.170013     2.398852     2.178098
    0.976469     1.170013     2.398852
    2.374732     0.976469     1.170013
    1.285415     2.374732     0.976469
    2.169600     1.285415     2.374732
    4.069999     2.169600     1.285415
    2.944598     4.069999     2.169600
    2.496926     2.944598     4.069999
    2.559675     2.496926     2.944598
    1.937659     2.559675     2.496926
    0.405308     1.937659     2.559675
   -0.126272     0.405308     1.937659
    1.257645    -0.126272     0.405308
    1.679481     1.257645    -0.126272
    1.679678     1.679481     1.257645
    1.722874     1.679678     1.679481
    2.021318     1.722874     1.679678
    1.155541     2.021318     1.722874
    1.743001     1.155541     2.021318
    2.141140     1.743001     1.155541
    2.580421     2.141140     1.743001
    3.686350     2.580421     2.141140
    3.077111     3.686350     2.580421
    2.145201     3.077111     3.686350
    4.281940     2.145201     3.077111
    2.484309     4.281940     2.145201
    2.259963     2.484309     4.281940
    2.415373     2.259963     2.484309
    4.104588     2.415373     2.259963
    1.493233     4.104588     2.415373
    2.074654     1.493233     4.104588
    3.167958     2.074654     1.493233
    4.732102     3.167958     2.074654
    3.722556     4.732102     3.167958
    5.023160     3.722556     4.732102
    2.242415     5.023160     3.722556
    3.686544     2.242415     5.023160
    4.815706     3.686544     2.242415
    4.282353     4.815706     3.686544
    4.463241     4.282353     4.815706
    3.054400     4.463241     4.282353
    4.688739     3.054400     4.463241
    1.939771     4.688739     3.054400
    2.048292     1.939771     4.688739
    4.142909     2.048292     1.939771
    3.012483     4.142909     2.048292
    3.954053     3.012483     4.142909
    4.169171     3.954053     3.012483
    3.368784     4.169171     3.954053
