1	23	92.6459090641758	9	1	1
2	24	91.7783258946684	11	0	2
3	29	92.5825167001991	12	0	1
4	16	94.4004623985777	6	1	1
5	27	85.7621353477498	9	1	1
6	37	83.0810418670046	11	0	1
7	2	93.856978412783	10	1	2
8	39	83.3389884880355	9	0	1
9	38	80.5853605562791	11	0	1
10	32	85.9484567198531	10	0	1
11	13	80.5992574874411	12	0	2
12	12	85.8561968940294	11	1	3
13	20	82.0286451240687	10	0	2
14	39	80.1671077419645	11	1	2
15	32	83.5293546467734	11	0	1
16	34	84.5915315196984	5	1	1
17	28	84.3613428573894	13	1	2
18	10	83.8056408780803	9	1	3
19	31	91.6516834693654	8	1	1
20	40	80.4611744789093	11	0	1
21	23	91.7293315590371	7	1	1
22	38	81.9621253455649	10	0	1
23	7	92.3970889723747	5	1	1
24	37	81.0136571509404	11	0	1
25	43	82.7015395519524	11	1	1
26	40	80.832640838941	11	1	2
27	16	82.2520294760471	9	1	1
28	16	83.4268951145533	10	0	1
29	14	82.6719179379996	10	1	1
30	15	85.4767300686741	9	1	1
31	26	82.7229767489485	12	1	2
32	21	81.0944819281849	12	0	1
33	37	80.6927268440182	12	0	1
34	6	82.6968659192305	7	1	3
35	23	85.4076927606016	11	1	1
36	25	83.2048657487117	13	0	1
37	17	84.6776589991953	7	1	1
38	10	91.9105589990024	3	1	1
39	22	91.3541297918358	12	1	1
40	23	81.5950775332582	10	1	1
41	22	80.2924733588917	10	0	1
42	32	91.5962121016028	11	1	1
43	9	93.1579548003358	5	1	1
44	35	95.1752159223193	7	1	1
45	27	85.2144711540754	5	0	2
46	12	81.993695354488	7	1	1
47	9	96.967283168399	4	1	1
48	43	84.0915549263757	9	0	1
49	25	83.8543250033538	12	1	2
50	13	85.8900254394193	12	1	1
51	9	92.4552940028962	8	0	1
52	37	83.3791614158298	16	1	1
53	21	91.149224415267	11	0	2
54	0	84.6249729638981	8	1	3
55	17	91.1857702195513	10	0	3
56	16	91.9829776216784	7	1	2
57	15	83.1873283734696	5	1	1
58	15	84.4519245623246	9	1	1
59	24	84.2062886589586	10	0	2
60	37	91.0243659361839	5	0	1
61	25	83.5740407220579	9	1	1
62	29	92.0077376806756	10	1	1
63	32	81.6974730652845	4	1	2
64	40	81.3518547407648	12	0	1
65	18	83.4538442487434	9	1	1
66	31	82.7793673704624	13	1	1
67	41	82.7677467307383	9	0	1
68	23	81.9837899610231	8	0	1
69	43	91.9307208563099	11	0	1
70	0	85.469341710957	5	1	3
71	26	91.2813494368693	11	1	1
72	23	83.1853889928798	11	1	1
73	26	81.2696274823207	7	1	1
74	37	84.9072570631705	9	1	1
75	18	85.187680545281	8	0	3
76	32	85.2739364538983	7	1	1
77	5	91.615289491377	8	1	1
78	22	84.0513469875486	11	0	1
79	28	91.6689166467236	7	1	1
80	19	84.0797421888206	15	0	3
81	28	85.2179576123648	12	0	1
82	19	83.3657899666332	8	0	2
83	30	84.6085704323209	5	1	1
84	16	82.5497778065996	11	0	3
85	21	85.5958780178285	5	0	1
86	8	83.6738968447028	7	1	1
87	16	81.9898466798924	7	1	1
88	26	83.9151364218102	8	0	1
89	38	80.8997985399017	8	0	1
90	33	82.4889830523296	13	1	2
91	34	82.6676551959059	9	1	1
92	29	85.9777519834041	11	1	1
93	15	91.7815356768255	9	0	1
94	30	85.3380416188132	10	1	1
95	30	80.7394383797737	10	0	1
96	31	80.509740572471	8	0	1
97	40	92.4915590771461	11	0	1
98	22	83.8741966741332	7	1	1
99	33	93.537447963679	3	1	1
100	39	83.1210723121156	4	1	1
101	33	80.7262995502237	7	1	1
102	29	81.0387640881135	11	0	1
103	22	85.8653556979701	7	0	1
104	21	82.6107313746608	6	1	1
105	33	83.7380266499659	8	1	1
106	43	91.4085914350226	14	0	1
107	43	82.166535111279	13	0	1
108	25	80.7227836426077	8	0	1
109	20	81.7371027080978	8	1	1
110	43	84.5573658547098	10	0	1
111	16	81.6656637934901	14	0	1
112	8	91.0990263246536	10	0	2
113	22	91.2804238420235	11	0	1
114	18	83.5528214857933	10	1	1
115	6	94.0025665196393	3	1	1
116	28	83.7888274792656	9	1	2
117	36	92.812628449173	11	0	1
118	41	91.2049760827167	9	1	1
119	28	85.8116749371497	7	1	1
120	19	84.3097618039568	2	1	2
121	21	91.5555186758318	9	1	1
122	27	93.8807189862112	8	1	2
123	33	85.5398160265658	6	1	1
124	17	83.2957572762709	10	0	3
125	34	82.029411892847	8	1	1
126	25	85.6224725844285	8	1	2
127	24	84.2463420888974	6	1	1
128	35	91.5919397385354	8	1	1
129	36	85.480590754096	13	0	1
130	15	85.2867304848068	8	1	1
131	25	82.9903918528745	13	1	1
132	18	82.3638368866818	5	0	2
133	21	82.2185049650661	11	0	2
134	16	84.56661827732	10	0	1
135	21	93.5744394757564	6	1	1
136	28	91.183770568291	10	0	1
137	32	81.9882639276492	8	0	1
138	36	84.9831185162256	12	0	1
139	42	83.127783554715	11	0	1
140	36	85.0431535511462	5	1	1
141	24	92.8980892232137	8	1	2
142	23	85.4439924483081	5	1	1
143	22	93.7856798931615	9	0	1
144	35	84.623575158347	6	1	1
145	16	92.0801764694411	4	1	1
146	25	82.0769316546432	6	1	1
147	29	81.6639548859164	3	1	1
148	1	81.6257623627689	9	1	3
149	21	91.4048809480294	13	0	1
150	16	83.7130043731456	5	0	1
151	16	82.8461038788865	16	0	1
152	0	92.4385105046942	8	1	3
153	3	81.8121041907705	13	1	2
154	27	93.6709484693854	7	1	1
155	22	80.4464407589613	12	1	1
156	31	82.9252526109297	6	1	1
157	32	81.3073085872742	11	1	1
158	43	82.1666211240307	10	0	1
159	12	82.8276118543849	11	0	1
160	14	85.5765205525523	7	1	1
161	6	91.4048843881488	5	1	1
162	7	84.73875605901	10	1	2
163	0	81.9002671745772	8	0	2
164	13	85.4400578405446	7	1	2
165	37	85.7838420805524	11	1	2
166	26	91.3876003557373	12	0	1
167	38	80.3259843721921	14	0	1
168	24	84.3916191315947	5	0	1
169	28	81.9064145838282	8	1	1
170	10	80.1155705022439	9	0	1
171	16	83.9348610160687	11	0	2
172	26	80.0684294937616	8	1	1
173	15	85.4495474016993	7	1	2
174	32	84.6575503256991	13	1	2
175	12	92.6034993520034	7	1	1
176	30	83.4970829464176	11	0	1
177	17	84.0343883686148	9	1	1
178	22	85.432649784097	10	0	3
179	19	91.0598306112145	10	0	2
180	16	82.7323840974014	8	1	1
181	17	94.2135060673415	6	0	3
182	38	82.1042671515689	7	1	1
183	38	83.9888472800682	17	0	1
184	26	92.117167524524	5	1	1
185	21	81.4305385926565	7	1	2
186	26	94.5773874830215	9	1	1
187	15	85.1203863023758	7	1	2
188	33	84.3686466940678	5	1	1
189	30	83.8872614436491	10	1	2
190	18	91.6012712935743	8	1	1
191	29	83.1534838786468	15	0	1
192	36	93.5078314219383	7	1	1
193	1	95.7479211490759	5	0	1
194	43	91.0807670831067	14	0	1
195	0	84.5875304243889	3	1	3
196	34	84.6473122731142	6	0	1
197	21	81.8776971064332	7	1	1
198	40	82.2626807066352	5	1	1
199	20	83.2830568455353	8	1	2
200	26	85.8915589811175	9	0	2
201	24	85.4449366790724	10	1	1
202	31	82.6891773756054	7	0	1
203	19	80.9722539662761	11	1	1
204	20	85.3038383255089	8	1	1
205	21	81.9148315957447	12	1	1
206	12	91.0255422048097	6	1	1
207	28	94.2903749915181	12	0	2
208	21	82.0598987569728	3	1	1
209	33	83.1322332342925	8	0	1
210	11	85.8941695404611	5	1	1
211	12	81.9750004129533	8	1	2
212	37	91.0887731452837	11	0	2
213	34	85.5639114204942	10	0	1
214	31	85.9628391672032	10	1	1
215	7	83.3225136294963	11	1	1
216	27	93.2111802513522	5	1	1
217	25	85.5087781842706	8	1	1
218	29	92.6448953595123	10	0	1
219	24	84.6108625428299	13	1	1
220	16	82.2505106858787	9	1	2
221	21	84.624620849361	7	1	2
222	11	82.3813516336909	10	1	1
223	21	93.7377031112615	4	1	1
224	30	83.0488519498965	14	0	2
225	23	81.8960803004613	3	1	1
226	0	87.2332020279109	6	1	3
227	42	83.1181528661786	7	1	1
228	16	82.5741141994317	10	1	1
229	29	84.1426245138087	12	0	2
230	21	88.8897177705719	4	1	1
231	11	94.5453806707159	6	1	2
232	18	83.4287143748597	11	0	2
233	22	84.1417810667521	11	0	3
234	34	82.3052342236626	8	1	2
235	37	80.7366586686867	8	0	1
236	19	80.8459063075609	14	0	1
237	25	80.8023987037925	11	0	1
238	31	86.6427809076398	12	0	1
239	41	82.4301581052204	12	1	2
